applicant_age,applicant_marital_status,employment_segment,applicant_income,spouse_income,program_type,product_name,house_ownership,down_payment,financing_tenure,interest_rate,installment_payment,credit_score
39,Single,pekerjaan mandiri,11493709,,TAPERA,KPP,FALSE,29361736,6,2,Angsuran Variabel (Variable),Dipertimbangkan
17,Widowed/Divorced,Swasta,9054296,,FLPP,KRR,TRUE,4141822,11,10,Angsuran Tetap (Fixed),Dipertimbangkan
16,Married,pekerjaan mandiri,3838205,10591563,TAPERA,KPR,FALSE,19594516,32,1,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,pekerjaan mandiri,18068547,,FLPP,KPP,TRUE,25521490,9,8,Angsuran Variabel (Variable),Dipertimbangkan
44,Widowed/Divorced,TNI,18280917,,TAPERA,KPR,TRUE,23988874,35,2,Angsuran Tetap (Fixed),Layak
38,Single,BUMDes,1466415,,FLPP,KPP,TRUE,21679147,13,1,Angsuran Variabel (Variable),Dipertimbangkan
58,Married,TNI,15259925,18928965,FLPP,KPR,FALSE,26154682,23,4,Angsuran Tetap (Fixed),Dipertimbangkan
60,Married,POLRI,18720478,2421230,TAPERA,KPP,FALSE,21380074,29,3,Angsuran Tetap (Fixed),Dipertimbangkan
56,Single,pekerjaan lain,18566295,,TAPERA,KRR,FALSE,8552048,12,2,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,Swasta,5473436,,TAPERA,KRR,FALSE,18236391,23,1,Angsuran Variabel (Variable),Dipertimbangkan
40,Married,PNS,17626484,13720309,FLPP,KPP,FALSE,6720492,24,2,Angsuran Variabel (Variable),Dipertimbangkan
34,Single,TNI,9380730,,TAPERA,KPR,FALSE,28908107,35,2,Angsuran Tetap (Fixed),Dipertimbangkan
31,Married,POLRI,11038747,17210974,FLPP,KPR,FALSE,10849737,17,4,Angsuran Tetap (Fixed),Dipertimbangkan
13,Widowed/Divorced,PNS,14207745,,TAPERA,KPR,FALSE,8296853,20,9,Angsuran Variabel (Variable),Dipertimbangkan
65,Married,POLRI,2188804,16537613,TAPERA,KRR,TRUE,21728206,32,1,Angsuran Tetap (Fixed),Dipertimbangkan
35,Single,POLRI,1197672,,FLPP,KPR,TRUE,21653767,30,6,Angsuran Tetap (Fixed),Dipertimbangkan
32,Single,Swasta,12874670,,FLPP,KPR,FALSE,4595829,1,6,Angsuran Variabel (Variable),Dipertimbangkan
69,Widowed/Divorced,POLRI,7246416,,FLPP,KRR,TRUE,14491166,23,1,Angsuran Tetap (Fixed),Dipertimbangkan
19,Married,BUMD,15455377,17510328,FLPP,KPR,TRUE,7628491,6,9,Angsuran Variabel (Variable),Dipertimbangkan
45,Married,TNI,6157674,14781444,TAPERA,KPR,TRUE,5155469,32,1,Angsuran Variabel (Variable),Dipertimbangkan
22,Single,BUMDes,9393129,,FLPP,KRR,TRUE,8586497,31,7,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,ASN,11042336,13230446,TAPERA,KPP,TRUE,15372754,12,9,Angsuran Variabel (Variable),Layak
64,Widowed/Divorced,ASN,10042304,,TAPERA,KPP,FALSE,4647198,29,8,Angsuran Variabel (Variable),Dipertimbangkan
23,Single,BUMDes,5693406,,FLPP,KPP,TRUE,12869470,28,1,Angsuran Tetap (Fixed),Dipertimbangkan
35,Married,ASN,7659367,4713322,TAPERA,KRR,FALSE,7360815,19,1,Angsuran Variabel (Variable),Dipertimbangkan
21,Widowed/Divorced,BUMDes,14238767,,TAPERA,KRR,FALSE,15128287,22,1,Angsuran Variabel (Variable),Dipertimbangkan
23,Married,BUMD,7677060,17082470,FLPP,KPR,FALSE,23321847,18,2,Angsuran Variabel (Variable),Dipertimbangkan
39,Married,TNI,17410393,19459087,TAPERA,KPP,TRUE,17628489,9,6,Angsuran Variabel (Variable),Layak
61,Married,Swasta,14417612,17839579,TAPERA,KPP,FALSE,25360334,25,3,Angsuran Variabel (Variable),Dipertimbangkan
20,Widowed/Divorced,BUMD,4619838,,TAPERA,KPR,TRUE,27599033,2,3,Angsuran Variabel (Variable),Dipertimbangkan
22,Married,pekerjaan mandiri,12546769,17777247,TAPERA,KPP,FALSE,1457982,16,1,Angsuran Variabel (Variable),Dipertimbangkan
56,Single,PNS,12480346,,TAPERA,KPP,FALSE,15417166,1,7,Angsuran Variabel (Variable),Dipertimbangkan
43,Widowed/Divorced,BUMD,10712888,,FLPP,KPR,FALSE,10469844,32,2,Angsuran Tetap (Fixed),Dipertimbangkan
61,Married,PNS,15393238,9313019,FLPP,KPR,FALSE,21723658,10,9,Angsuran Variabel (Variable),Layak
24,Married,pekerjaan lain,9370716,10433453,TAPERA,KRR,TRUE,26727109,8,5,Angsuran Variabel (Variable),Dipertimbangkan
57,Married,POLRI,9299835,15400184,TAPERA,KPP,TRUE,7657617,31,2,Angsuran Tetap (Fixed),Dipertimbangkan
57,Single,BUMD,17855530,,FLPP,KPP,FALSE,21505128,12,4,Angsuran Variabel (Variable),Dipertimbangkan
67,Widowed/Divorced,BUMD,5990419,,FLPP,KPR,TRUE,8696856,8,3,Angsuran Tetap (Fixed),Dipertimbangkan
38,Married,ASN,2287363,10189271,TAPERA,KPR,TRUE,7448403,10,7,Angsuran Tetap (Fixed),Dipertimbangkan
14,Married,BUMN,7698924,4051286,FLPP,KRR,TRUE,2709778,25,7,Angsuran Variabel (Variable),Dipertimbangkan
46,Widowed/Divorced,PNS,11282619,,TAPERA,KRR,FALSE,24493432,15,4,Angsuran Variabel (Variable),Layak
34,Married,BUMD,15296733,17079124,TAPERA,KPP,TRUE,3058555,33,7,Angsuran Tetap (Fixed),Dipertimbangkan
54,Married,PNS,2733270,11210277,TAPERA,KPR,TRUE,4692831,18,6,Angsuran Tetap (Fixed),Dipertimbangkan
30,Widowed/Divorced,PNS,12778428,,TAPERA,KRR,TRUE,24876850,27,4,Angsuran Variabel (Variable),Layak
33,Widowed/Divorced,pekerjaan lain,2595727,,FLPP,KPR,FALSE,7098572,3,1,Angsuran Tetap (Fixed),Tidak Layak
16,Married,PNS,11792434,8112786,TAPERA,KPR,FALSE,10573648,31,5,Angsuran Tetap (Fixed),Layak
51,Widowed/Divorced,POLRI,4381001,,FLPP,KPP,TRUE,15458857,12,5,Angsuran Variabel (Variable),Dipertimbangkan
44,Married,POLRI,13199762,12216647,FLPP,KPP,TRUE,11212516,8,2,Angsuran Variabel (Variable),Dipertimbangkan
55,Widowed/Divorced,BUMD,1458406,,FLPP,KRR,TRUE,23916385,9,6,Angsuran Variabel (Variable),Dipertimbangkan
36,Married,PNS,13126067,18745666,FLPP,KPP,FALSE,21290828,24,4,Angsuran Variabel (Variable),Layak
54,Single,BUMN,10259243,,FLPP,KPR,FALSE,8047548,25,2,Angsuran Tetap (Fixed),Dipertimbangkan
69,Single,pekerjaan lain,4569034,,TAPERA,KPR,TRUE,5378363,8,1,Angsuran Tetap (Fixed),Tidak Layak
50,Single,pekerjaan lain,7389891,,FLPP,KPP,TRUE,7473572,29,2,Angsuran Tetap (Fixed),Dipertimbangkan
17,Single,ASN,19340148,,TAPERA,KPP,FALSE,21770541,22,5,Angsuran Variabel (Variable),Layak
59,Married,Swasta,16911461,7777965,TAPERA,KRR,FALSE,18903220,10,1,Angsuran Variabel (Variable),Dipertimbangkan
21,Widowed/Divorced,ASN,7432610,,TAPERA,KPR,TRUE,15032884,17,9,Angsuran Variabel (Variable),Layak
35,Married,BUMD,13281325,16048566,TAPERA,KRR,FALSE,22134750,8,7,Angsuran Tetap (Fixed),Dipertimbangkan
17,Single,PNS,17200771,,FLPP,KRR,TRUE,15059446,34,9,Angsuran Tetap (Fixed),Dipertimbangkan
63,Single,Swasta,1733999,,FLPP,KPP,TRUE,6601413,18,3,Angsuran Variabel (Variable),Dipertimbangkan
31,Single,BUMDes,2524888,,FLPP,KRR,FALSE,19997672,4,4,Angsuran Variabel (Variable),Dipertimbangkan
60,Single,BUMDes,14337679,,TAPERA,KPP,FALSE,17610312,35,9,Angsuran Tetap (Fixed),Dipertimbangkan
17,Married,BUMDes,6553869,15688282,TAPERA,KRR,FALSE,26190244,33,7,Angsuran Tetap (Fixed),Dipertimbangkan
48,Widowed/Divorced,pekerjaan lain,14094513,,TAPERA,KPR,FALSE,14450259,18,4,Angsuran Tetap (Fixed),Dipertimbangkan
24,Married,PNS,1120814,6368811,TAPERA,KRR,FALSE,20189711,14,10,Angsuran Tetap (Fixed),Dipertimbangkan
57,Married,POLRI,1297336,18206567,FLPP,KRR,FALSE,16282063,33,9,Angsuran Variabel (Variable),Dipertimbangkan
29,Married,Swasta,11180755,8393260,FLPP,KRR,FALSE,10944315,18,9,Angsuran Tetap (Fixed),Dipertimbangkan
20,Married,TNI,6741468,8513825,FLPP,KPP,FALSE,2530500,35,4,Angsuran Tetap (Fixed),Dipertimbangkan
31,Single,BUMDes,2311665,,FLPP,KRR,TRUE,22461929,10,5,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,pekerjaan lain,10074287,2728723,FLPP,KRR,FALSE,22555807,16,4,Angsuran Variabel (Variable),Dipertimbangkan
47,Single,pekerjaan mandiri,4898516,,FLPP,KRR,FALSE,1046974,23,10,Angsuran Variabel (Variable),Dipertimbangkan
36,Widowed/Divorced,PNS,11890489,,FLPP,KPP,TRUE,3793277,17,3,Angsuran Tetap (Fixed),Dipertimbangkan
39,Married,POLRI,10895045,11892947,FLPP,KPR,TRUE,2921441,1,6,Angsuran Variabel (Variable),Dipertimbangkan
27,Widowed/Divorced,pekerjaan lain,10384832,,TAPERA,KPR,FALSE,6930250,17,1,Angsuran Tetap (Fixed),Dipertimbangkan
47,Single,Swasta,4571625,,FLPP,KRR,FALSE,25246506,25,5,Angsuran Tetap (Fixed),Dipertimbangkan
68,Widowed/Divorced,Swasta,19484391,,FLPP,KPR,TRUE,7917548,29,4,Angsuran Tetap (Fixed),Dipertimbangkan
33,Married,Swasta,10019213,7842373,FLPP,KPR,TRUE,20517398,26,3,Angsuran Variabel (Variable),Dipertimbangkan
41,Single,Swasta,8775338,,TAPERA,KPP,TRUE,25488423,28,6,Angsuran Variabel (Variable),Dipertimbangkan
22,Married,pekerjaan lain,17072804,4143750,FLPP,KPP,TRUE,17641695,12,8,Angsuran Tetap (Fixed),Dipertimbangkan
24,Widowed/Divorced,BUMD,6909289,,TAPERA,KPR,FALSE,7337087,32,3,Angsuran Tetap (Fixed),Dipertimbangkan
54,Widowed/Divorced,PNS,10463834,,FLPP,KPP,TRUE,1706230,20,3,Angsuran Variabel (Variable),Dipertimbangkan
69,Widowed/Divorced,BUMN,6963772,,FLPP,KPP,TRUE,28430721,26,10,Angsuran Variabel (Variable),Dipertimbangkan
25,Single,POLRI,3330493,,FLPP,KPR,FALSE,5815811,5,7,Angsuran Variabel (Variable),Dipertimbangkan
28,Married,pekerjaan mandiri,16268077,14505803,TAPERA,KPR,FALSE,4363288,34,3,Angsuran Tetap (Fixed),Dipertimbangkan
59,Married,TNI,1395557,4346381,TAPERA,KPP,FALSE,13679385,25,1,Angsuran Variabel (Variable),Dipertimbangkan
20,Single,POLRI,1454731,,FLPP,KPP,TRUE,26616988,3,3,Angsuran Tetap (Fixed),Dipertimbangkan
28,Married,PNS,3805001,9981061,FLPP,KPR,TRUE,5786056,1,1,Angsuran Variabel (Variable),Dipertimbangkan
63,Single,TNI,4568142,,FLPP,KPP,FALSE,19198922,22,2,Angsuran Tetap (Fixed),Dipertimbangkan
25,Widowed/Divorced,BUMN,5671786,,TAPERA,KRR,FALSE,17120402,29,3,Angsuran Variabel (Variable),Dipertimbangkan
32,Married,POLRI,12131894,17069498,TAPERA,KPP,TRUE,6184606,16,1,Angsuran Variabel (Variable),Dipertimbangkan
47,Married,BUMN,9974355,19240622,FLPP,KPP,TRUE,5129729,2,1,Angsuran Tetap (Fixed),Dipertimbangkan
19,Married,TNI,19275156,10956891,FLPP,KPP,FALSE,4441546,33,7,Angsuran Variabel (Variable),Dipertimbangkan
22,Widowed/Divorced,PNS,1040614,,TAPERA,KPR,FALSE,8526686,2,4,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,PNS,13931309,,TAPERA,KPR,FALSE,5945135,23,5,Angsuran Tetap (Fixed),Dipertimbangkan
27,Single,ASN,13909859,,TAPERA,KPR,TRUE,24044052,8,8,Angsuran Tetap (Fixed),Layak
23,Married,BUMD,4695539,8533723,FLPP,KPP,FALSE,4413702,19,6,Angsuran Variabel (Variable),Dipertimbangkan
17,Widowed/Divorced,BUMDes,12197945,,FLPP,KRR,FALSE,4971199,24,2,Angsuran Tetap (Fixed),Dipertimbangkan
70,Widowed/Divorced,POLRI,2454478,,FLPP,KPP,TRUE,21283868,10,3,Angsuran Tetap (Fixed),Dipertimbangkan
40,Widowed/Divorced,Swasta,18799976,,TAPERA,KPR,TRUE,12235502,12,7,Angsuran Tetap (Fixed),Dipertimbangkan
22,Married,PNS,11118800,10630308,TAPERA,KRR,FALSE,12689883,7,5,Angsuran Variabel (Variable),Layak
44,Married,BUMN,13385360,9905378,FLPP,KPR,FALSE,28203229,5,1,Angsuran Tetap (Fixed),Dipertimbangkan
68,Single,POLRI,5987629,,FLPP,KPP,TRUE,27098101,10,6,Angsuran Variabel (Variable),Dipertimbangkan
22,Widowed/Divorced,PNS,14106346,,TAPERA,KPP,TRUE,15988610,31,2,Angsuran Tetap (Fixed),Dipertimbangkan
20,Single,pekerjaan mandiri,15342947,,TAPERA,KPP,TRUE,25384265,18,3,Angsuran Variabel (Variable),Dipertimbangkan
18,Single,POLRI,11839873,,TAPERA,KPP,TRUE,5279389,12,7,Angsuran Variabel (Variable),Layak
35,Married,BUMDes,11714459,17582817,FLPP,KPR,FALSE,15221444,31,7,Angsuran Tetap (Fixed),Dipertimbangkan
51,Widowed/Divorced,pekerjaan lain,12189233,,TAPERA,KRR,TRUE,5637936,16,7,Angsuran Variabel (Variable),Dipertimbangkan
39,Married,BUMDes,19432766,17679985,TAPERA,KPR,TRUE,19077357,35,8,Angsuran Tetap (Fixed),Layak
47,Widowed/Divorced,TNI,18992307,,TAPERA,KPP,TRUE,28561751,15,7,Angsuran Variabel (Variable),Layak
18,Single,Swasta,15154627,,TAPERA,KPR,TRUE,18681371,15,2,Angsuran Variabel (Variable),Dipertimbangkan
28,Married,BUMN,13136954,1096170,FLPP,KPP,FALSE,7820933,2,6,Angsuran Tetap (Fixed),Dipertimbangkan
48,Single,POLRI,16902329,,TAPERA,KPP,TRUE,5482626,8,1,Angsuran Variabel (Variable),Dipertimbangkan
35,Widowed/Divorced,BUMD,13108403,,FLPP,KPR,TRUE,29479374,9,5,Angsuran Variabel (Variable),Dipertimbangkan
42,Single,pekerjaan mandiri,5836543,,TAPERA,KRR,FALSE,29026417,27,4,Angsuran Tetap (Fixed),Dipertimbangkan
26,Married,BUMDes,8535895,2874540,FLPP,KPR,FALSE,26065005,9,2,Angsuran Tetap (Fixed),Dipertimbangkan
57,Widowed/Divorced,ASN,5800853,,TAPERA,KPP,TRUE,13665482,2,7,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,BUMN,2814735,4557099,TAPERA,KPP,FALSE,23238109,5,8,Angsuran Variabel (Variable),Dipertimbangkan
66,Single,PNS,6307411,,TAPERA,KPR,FALSE,2012865,10,6,Angsuran Variabel (Variable),Dipertimbangkan
22,Single,POLRI,3650575,,TAPERA,KPP,TRUE,9222372,5,1,Angsuran Variabel (Variable),Dipertimbangkan
49,Widowed/Divorced,pekerjaan lain,14975248,,TAPERA,KPR,FALSE,6023676,12,8,Angsuran Variabel (Variable),Dipertimbangkan
60,Married,POLRI,5701391,18698286,FLPP,KPP,TRUE,24439915,20,8,Angsuran Tetap (Fixed),Dipertimbangkan
39,Widowed/Divorced,PNS,12319151,,TAPERA,KRR,FALSE,15897283,1,5,Angsuran Variabel (Variable),Dipertimbangkan
20,Married,BUMD,6230711,3013292,FLPP,KPP,FALSE,22557188,3,10,Angsuran Tetap (Fixed),Dipertimbangkan
61,Widowed/Divorced,POLRI,6824385,,TAPERA,KPP,FALSE,17887792,11,1,Angsuran Tetap (Fixed),Dipertimbangkan
38,Married,PNS,15214354,16243661,FLPP,KPP,TRUE,19594387,17,10,Angsuran Tetap (Fixed),Dipertimbangkan
45,Single,BUMD,11268795,,TAPERA,KPP,FALSE,24801930,15,7,Angsuran Tetap (Fixed),Dipertimbangkan
23,Single,Swasta,10121020,,FLPP,KRR,TRUE,4084877,34,7,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,TNI,8108984,14435275,FLPP,KPP,FALSE,21771661,4,4,Angsuran Variabel (Variable),Dipertimbangkan
38,Single,PNS,7163740,,TAPERA,KPP,FALSE,28598686,5,8,Angsuran Variabel (Variable),Dipertimbangkan
43,Widowed/Divorced,ASN,11508901,,TAPERA,KPP,TRUE,22900976,26,7,Angsuran Tetap (Fixed),Layak
23,Married,pekerjaan mandiri,2834476,13464737,TAPERA,KPR,FALSE,22697879,28,4,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,TNI,4637330,4503084,TAPERA,KPP,FALSE,3610822,24,10,Angsuran Tetap (Fixed),Dipertimbangkan
62,Single,pekerjaan mandiri,12256561,,FLPP,KPP,FALSE,1941163,16,5,Angsuran Tetap (Fixed),Dipertimbangkan
23,Married,BUMD,19172003,4572357,TAPERA,KPP,TRUE,3191747,14,10,Angsuran Variabel (Variable),Dipertimbangkan
13,Married,pekerjaan mandiri,11372349,7299636,TAPERA,KPR,FALSE,19511690,13,1,Angsuran Variabel (Variable),Dipertimbangkan
28,Married,ASN,10031779,3853447,FLPP,KRR,FALSE,20130145,3,10,Angsuran Variabel (Variable),Dipertimbangkan
63,Married,BUMDes,17233868,2532787,FLPP,KPP,FALSE,2612253,21,2,Angsuran Tetap (Fixed),Dipertimbangkan
32,Widowed/Divorced,TNI,1284498,,TAPERA,KRR,FALSE,12967159,19,7,Angsuran Tetap (Fixed),Dipertimbangkan
45,Married,pekerjaan lain,7539212,11551944,TAPERA,KRR,TRUE,26227640,26,6,Angsuran Variabel (Variable),Layak
21,Married,BUMDes,4267525,12117193,FLPP,KRR,TRUE,14666269,33,2,Angsuran Variabel (Variable),Dipertimbangkan
45,Widowed/Divorced,BUMD,6039428,,TAPERA,KPP,FALSE,1794747,25,8,Angsuran Variabel (Variable),Dipertimbangkan
50,Single,BUMN,2255213,,TAPERA,KPP,TRUE,10734791,11,3,Angsuran Variabel (Variable),Dipertimbangkan
56,Single,pekerjaan mandiri,16539266,,TAPERA,KRR,FALSE,3642507,6,4,Angsuran Tetap (Fixed),Dipertimbangkan
69,Widowed/Divorced,TNI,8235919,,FLPP,KRR,FALSE,28094399,10,3,Angsuran Tetap (Fixed),Dipertimbangkan
45,Single,ASN,18324179,,TAPERA,KPR,TRUE,25451807,34,6,Angsuran Tetap (Fixed),Layak
41,Married,BUMD,5402260,12375647,FLPP,KPR,TRUE,10759024,24,10,Angsuran Variabel (Variable),Dipertimbangkan
67,Married,ASN,15458653,2342610,TAPERA,KPR,TRUE,24916340,25,4,Angsuran Tetap (Fixed),Layak
26,Widowed/Divorced,PNS,3516524,,FLPP,KRR,TRUE,6113742,32,2,Angsuran Variabel (Variable),Dipertimbangkan
64,Widowed/Divorced,BUMN,1501362,,TAPERA,KPR,TRUE,5785617,20,9,Angsuran Variabel (Variable),Dipertimbangkan
68,Widowed/Divorced,PNS,3924862,,FLPP,KPR,TRUE,17740717,7,8,Angsuran Variabel (Variable),Dipertimbangkan
33,Widowed/Divorced,pekerjaan mandiri,6694778,,FLPP,KRR,TRUE,10918964,11,2,Angsuran Tetap (Fixed),Dipertimbangkan
30,Single,pekerjaan mandiri,13191273,,FLPP,KPR,FALSE,12857078,6,2,Angsuran Tetap (Fixed),Dipertimbangkan
24,Married,TNI,16459907,9655167,FLPP,KPP,TRUE,16880002,17,8,Angsuran Tetap (Fixed),Dipertimbangkan
54,Single,BUMD,5712627,,TAPERA,KPR,TRUE,5159616,32,1,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,pekerjaan mandiri,10617541,14453287,TAPERA,KPP,TRUE,14724877,9,8,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,pekerjaan mandiri,18195950,,FLPP,KRR,FALSE,29347980,21,6,Angsuran Variabel (Variable),Dipertimbangkan
18,Single,ASN,14864497,,FLPP,KPR,TRUE,17976610,29,5,Angsuran Variabel (Variable),Layak
69,Married,POLRI,2431954,2914571,TAPERA,KRR,TRUE,25865262,16,9,Angsuran Variabel (Variable),Dipertimbangkan
13,Widowed/Divorced,pekerjaan mandiri,6186247,,TAPERA,KPR,TRUE,29623936,7,5,Angsuran Variabel (Variable),Dipertimbangkan
37,Single,Swasta,6308505,,TAPERA,KPR,TRUE,20130513,26,2,Angsuran Tetap (Fixed),Dipertimbangkan
27,Single,Swasta,14026602,,TAPERA,KRR,TRUE,16511494,6,6,Angsuran Variabel (Variable),Dipertimbangkan
42,Widowed/Divorced,BUMN,16719872,,TAPERA,KRR,FALSE,22558201,35,8,Angsuran Variabel (Variable),Layak
19,Married,TNI,3879726,7048970,TAPERA,KPP,FALSE,25554399,7,7,Angsuran Variabel (Variable),Dipertimbangkan
62,Married,ASN,15532907,7693136,FLPP,KPP,TRUE,14472791,22,2,Angsuran Variabel (Variable),Dipertimbangkan
33,Married,BUMDes,12489827,17317353,TAPERA,KPP,FALSE,8134852,31,2,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,POLRI,16253128,2284542,TAPERA,KRR,TRUE,19289890,10,8,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,pekerjaan mandiri,8162869,,FLPP,KPR,FALSE,11743680,3,10,Angsuran Variabel (Variable),Dipertimbangkan
62,Married,BUMN,13760241,3093805,FLPP,KRR,FALSE,28129885,24,7,Angsuran Tetap (Fixed),Dipertimbangkan
43,Married,TNI,8161214,2814540,FLPP,KPR,TRUE,8096523,2,7,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,Swasta,9458108,6909124,TAPERA,KRR,FALSE,3804858,10,2,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,PNS,14591842,3741702,TAPERA,KRR,FALSE,11010521,29,7,Angsuran Variabel (Variable),Layak
46,Widowed/Divorced,Swasta,8184168,,TAPERA,KRR,FALSE,23469537,17,3,Angsuran Tetap (Fixed),Dipertimbangkan
66,Single,pekerjaan lain,2803291,,TAPERA,KRR,TRUE,4101813,28,6,Angsuran Variabel (Variable),Dipertimbangkan
61,Widowed/Divorced,BUMDes,10962478,,FLPP,KRR,FALSE,6520820,13,6,Angsuran Tetap (Fixed),Dipertimbangkan
39,Widowed/Divorced,pekerjaan mandiri,17160661,,FLPP,KRR,TRUE,16955112,35,3,Angsuran Tetap (Fixed),Dipertimbangkan
57,Married,pekerjaan mandiri,15656038,12901501,FLPP,KPP,TRUE,24249914,25,1,Angsuran Tetap (Fixed),Dipertimbangkan
48,Married,BUMDes,7662567,3610827,TAPERA,KRR,TRUE,25250582,10,6,Angsuran Tetap (Fixed),Dipertimbangkan
55,Married,BUMN,11620490,1476029,FLPP,KPP,FALSE,6050152,30,3,Angsuran Variabel (Variable),Dipertimbangkan
44,Single,pekerjaan mandiri,11616885,,FLPP,KPP,FALSE,4812014,27,5,Angsuran Variabel (Variable),Dipertimbangkan
46,Married,pekerjaan mandiri,1123375,16118250,FLPP,KPR,FALSE,28934427,9,8,Angsuran Tetap (Fixed),Dipertimbangkan
53,Widowed/Divorced,Swasta,4269747,,FLPP,KPP,FALSE,2224266,14,4,Angsuran Tetap (Fixed),Tidak Layak
39,Married,POLRI,19323613,6573425,TAPERA,KPR,FALSE,21164313,25,4,Angsuran Variabel (Variable),Layak
35,Widowed/Divorced,TNI,8038480,,TAPERA,KRR,TRUE,7414231,1,6,Angsuran Variabel (Variable),Dipertimbangkan
65,Married,pekerjaan lain,13206916,1543288,TAPERA,KPR,FALSE,11131575,20,9,Angsuran Tetap (Fixed),Dipertimbangkan
65,Single,BUMDes,5185759,,TAPERA,KPP,TRUE,24465189,32,8,Angsuran Variabel (Variable),Layak
39,Married,Swasta,14770296,12802066,TAPERA,KRR,TRUE,12818247,35,7,Angsuran Tetap (Fixed),Dipertimbangkan
46,Married,pekerjaan lain,12268471,4804401,FLPP,KPR,TRUE,6899332,30,7,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,POLRI,6935616,19547332,TAPERA,KPR,TRUE,20961256,11,9,Angsuran Variabel (Variable),Layak
40,Single,POLRI,13803140,,TAPERA,KRR,FALSE,10563950,28,5,Angsuran Variabel (Variable),Layak
57,Widowed/Divorced,BUMDes,4329440,,FLPP,KRR,FALSE,3940045,7,2,Angsuran Variabel (Variable),Tidak Layak
54,Single,TNI,1551181,,FLPP,KRR,FALSE,21678266,27,2,Angsuran Variabel (Variable),Dipertimbangkan
44,Single,BUMD,19278231,,FLPP,KRR,TRUE,4345446,29,9,Angsuran Tetap (Fixed),Dipertimbangkan
50,Married,pekerjaan lain,2095066,10727579,FLPP,KPR,TRUE,29578486,27,4,Angsuran Variabel (Variable),Dipertimbangkan
27,Married,BUMD,16254847,19508219,TAPERA,KPP,TRUE,13786917,8,4,Angsuran Tetap (Fixed),Dipertimbangkan
67,Widowed/Divorced,BUMN,16756296,,FLPP,KPP,TRUE,5175532,23,8,Angsuran Tetap (Fixed),Dipertimbangkan
39,Single,Swasta,14281131,,FLPP,KPR,FALSE,1255185,24,4,Angsuran Tetap (Fixed),Dipertimbangkan
45,Widowed/Divorced,ASN,10516185,,TAPERA,KRR,TRUE,9979472,17,5,Angsuran Variabel (Variable),Dipertimbangkan
66,Widowed/Divorced,pekerjaan lain,14915577,,FLPP,KPR,TRUE,23592226,16,1,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,BUMDes,14910213,2096378,FLPP,KPR,FALSE,1521102,2,3,Angsuran Tetap (Fixed),Dipertimbangkan
63,Widowed/Divorced,BUMDes,13562971,,TAPERA,KRR,TRUE,29211547,34,10,Angsuran Tetap (Fixed),Dipertimbangkan
33,Single,Swasta,12243752,,TAPERA,KRR,FALSE,6718035,28,4,Angsuran Tetap (Fixed),Dipertimbangkan
48,Single,TNI,14131942,,FLPP,KPR,FALSE,7464610,26,1,Angsuran Tetap (Fixed),Dipertimbangkan
64,Married,BUMN,15398288,5324175,FLPP,KRR,FALSE,22349795,25,3,Angsuran Variabel (Variable),Dipertimbangkan
38,Widowed/Divorced,TNI,11674501,,FLPP,KPP,TRUE,18356938,11,7,Angsuran Tetap (Fixed),Dipertimbangkan
27,Married,PNS,4341280,5238940,TAPERA,KRR,TRUE,17920058,8,10,Angsuran Tetap (Fixed),Dipertimbangkan
63,Married,POLRI,14153745,9731873,TAPERA,KPP,TRUE,29096396,11,6,Angsuran Tetap (Fixed),Layak
26,Married,pekerjaan mandiri,4129099,4129467,TAPERA,KRR,FALSE,1860343,28,1,Angsuran Variabel (Variable),Dipertimbangkan
53,Widowed/Divorced,PNS,6135459,,FLPP,KPR,TRUE,1933428,35,2,Angsuran Tetap (Fixed),Dipertimbangkan
49,Single,ASN,13831377,,TAPERA,KPP,FALSE,1848587,9,8,Angsuran Tetap (Fixed),Dipertimbangkan
53,Married,BUMD,13016558,7259752,FLPP,KPR,FALSE,9043731,15,5,Angsuran Tetap (Fixed),Dipertimbangkan
25,Widowed/Divorced,ASN,18965620,,FLPP,KPR,FALSE,29201050,16,7,Angsuran Tetap (Fixed),Dipertimbangkan
62,Single,POLRI,9740249,,TAPERA,KPR,FALSE,23121017,4,5,Angsuran Variabel (Variable),Layak
18,Single,BUMDes,5824104,,FLPP,KRR,FALSE,22053326,2,10,Angsuran Tetap (Fixed),Dipertimbangkan
68,Married,TNI,4470173,4722244,TAPERA,KRR,TRUE,16405769,8,2,Angsuran Tetap (Fixed),Dipertimbangkan
